"Line","Column","Message","Extent","RuleName","Severity","ScriptName","ScriptPath","RuleSuppressionID","SuggestedCorrections","IsSuppressed"
"143","10","The cmdlet 'Enable-ScapeVT100' does not have a help comment.","Enable-ScapeVT100","PSProvideCommentHelp","Information","Interop.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Core\Interop.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"151","9","The cmdlet 'Enable-ScapeVT100' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $true","PSUseOutputTypeCorrectly","Information","Interop.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Core\Interop.psm1",,,"False"
"154","9","The cmdlet 'Enable-ScapeVT100' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $false","PSUseOutputTypeCorrectly","Information","Interop.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Core\Interop.psm1",,,"False"
,,"Missing BOM encoding for non-ASCII encoded file 'Interop.psm1'",,"PSUseBOMForUnicodeEncodedFile","Warning","Interop.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Core\Interop.psm1",,,"False"
"180","10","The cmdlet 'Invoke-ScapeWakeAssets' uses a plural noun. A singular noun should be used instead.","Invoke-ScapeWakeAssets","PSUseSingularNouns","Warning","Resolver.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Core\Resolver.psm1","Invoke-ScapeWakeAssets","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
,,"Missing BOM encoding for non-ASCII encoded file 'Resolver.psm1'",,"PSUseBOMForUnicodeEncodedFile","Warning","Resolver.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Core\Resolver.psm1",,,"False"
"167","43","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","catch {}","PSAvoidUsingEmptyCatchBlock","Warning","Resolver.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Core\Resolver.psm1",,,"False"
"90","9","Found global variable 'Global:SCAPE_MEM'.","$Global:SCAPE_MEM","PSAvoidGlobalVars","Warning","Resolver.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Core\Resolver.psm1","Global:SCAPE_MEM",,"False"
"90","48","Found global variable 'Global:SCAPE_MEM'.","$Global:SCAPE_MEM","PSAvoidGlobalVars","Warning","Resolver.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Core\Resolver.psm1","Global:SCAPE_MEM",,"False"
"91","27","Found global variable 'Global:SCAPE_MEM'.","$Global:SCAPE_MEM","PSAvoidGlobalVars","Warning","Resolver.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Core\Resolver.psm1","Global:SCAPE_MEM",,"False"
"256","10","Function 'Reset-ScapeSettingToFactory' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'.","Reset-ScapeSettingToFactory","PSUseShouldProcessForStateChangingFunctions","Warning","Settings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Core\Settings.psm1",,,"False"
,,"Missing BOM encoding for non-ASCII encoded file 'Settings.psm1'",,"PSUseBOMForUnicodeEncodedFile","Warning","Settings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Core\Settings.psm1",,,"False"
"282","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Settings.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Core\Settings.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
,,"Missing BOM encoding for non-ASCII encoded file 'Utils.psm1'",,"PSUseBOMForUnicodeEncodedFile","Warning","Utils.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Core\Utils.psm1",,,"False"
"8","10","Function 'Start-ScapeUXSimulation' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'.","Start-ScapeUXSimulation","PSUseShouldProcessForStateChangingFunctions","Warning","UXSimulator.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Diagnostics\UXSimulator.psm1",,,"False"
"18","5","Found global variable 'global:UXSimState'.","$global:UXSimState","PSAvoidGlobalVars","Warning","UXSimulator.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Diagnostics\UXSimulator.psm1","global:UXSimState",,"False"
"29","13","Found global variable 'global:UXSimState'.","$global:UXSimState","PSAvoidGlobalVars","Warning","UXSimulator.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Diagnostics\UXSimulator.psm1","global:UXSimState",,"False"
"29","40","Found global variable 'global:UXSimState'.","$global:UXSimState","PSAvoidGlobalVars","Warning","UXSimulator.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Diagnostics\UXSimulator.psm1","global:UXSimState",,"False"
"36","16","Found global variable 'global:UXSimState'.","$global:UXSimState","PSAvoidGlobalVars","Warning","UXSimulator.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Diagnostics\UXSimulator.psm1","global:UXSimState",,"False"
"36","39","Found global variable 'global:UXSimState'.","$global:UXSimState","PSAvoidGlobalVars","Warning","UXSimulator.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Diagnostics\UXSimulator.psm1","global:UXSimState",,"False"
"36","64","Found global variable 'global:UXSimState'.","$global:UXSimState","PSAvoidGlobalVars","Warning","UXSimulator.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Diagnostics\UXSimulator.psm1","global:UXSimState",,"False"
"40","9","Found global variable 'global:UXSimState'.","$global:UXSimState","PSAvoidGlobalVars","Warning","UXSimulator.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Diagnostics\UXSimulator.psm1","global:UXSimState",,"False"
"17","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","UXSimulator.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Diagnostics\UXSimulator.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"130","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","CloudSync.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\CloudSync.psm1","PayloadDef",,"False"
"89","10","Function 'Start-ScapeRobocopyConfiguration' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'.","Start-ScapeRobocopyConfiguration","PSUseShouldProcessForStateChangingFunctions","Warning","CloudSync.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\CloudSync.psm1",,,"False"
"50","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","CloudSync.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\CloudSync.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"93","65","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","CloudSync.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\CloudSync.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"123","62","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","CloudSync.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\CloudSync.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"133","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","CloudSync.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\CloudSync.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"135","86","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","CloudSync.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\CloudSync.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"136","52","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","CloudSync.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\CloudSync.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"138","11","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","CloudSync.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\CloudSync.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"141","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","CloudSync.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\CloudSync.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"144","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","CloudSync.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\CloudSync.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"148","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","CloudSync.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\CloudSync.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"89","10","The cmdlet 'Start-ScapeRobocopyConfiguration' does not have a help comment.","Start-ScapeRobocopyConfiguration","PSProvideCommentHelp","Information","CloudSync.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\CloudSync.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"77","9","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","catch {}","PSAvoidUsingEmptyCatchBlock","Warning","CloudSync.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\CloudSync.psm1",,,"False"
"71","9","Parameter '$Password' should not use String type but either SecureString or PSCredential, otherwise it increases the chance to expose this sensitive information.","[Parameter(Mandatory = $false)][string]$Password","PSAvoidUsingPlainTextForPassword","Warning","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1","Password","System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"166","9","Parameter '$Password' should not use String type but either SecureString or PSCredential, otherwise it increases the chance to expose this sensitive information.","[Parameter(Mandatory = $false)][string]$Password","PSAvoidUsingPlainTextForPassword","Warning","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1","Password","System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"14","25","The cmdlet 'Find-ScapeNetworkNode' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","return @()","PSUseOutputTypeCorrectly","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,,"False"
"61","5","The cmdlet 'Find-ScapeNetworkNode' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","return @($results)","PSUseOutputTypeCorrectly","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,,"False"
"117","9","The cmdlet 'Remove-ScapeNetworkMount' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $true","PSUseOutputTypeCorrectly","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,,"False"
"119","5","The cmdlet 'Remove-ScapeNetworkMount' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $false","PSUseOutputTypeCorrectly","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,,"False"
"64","10","Function 'New-ScapeNetworkMount' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'.","New-ScapeNetworkMount","PSUseShouldProcessForStateChangingFunctions","Warning","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,,"False"
"101","10","Function 'Remove-ScapeNetworkMount' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'.","Remove-ScapeNetworkMount","PSUseShouldProcessForStateChangingFunctions","Warning","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,,"False"
"139","10","Function 'Start-ScapeNetworkScan' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'.","Start-ScapeNetworkScan","PSUseShouldProcessForStateChangingFunctions","Warning","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,,"False"
"122","10","The cmdlet 'Clear-ScapeNetworkMounts' uses a plural noun. A singular noun should be used instead.","Clear-ScapeNetworkMounts","PSUseSingularNouns","Warning","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1","Clear-ScapeNetworkMounts","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"70","9","Function 'New-ScapeNetworkMount' has both Username and Password parameters. Either set the type of the Password parameter to SecureString or replace the Username and Password parameters with a Credential parameter of type PSCredential. If using a Credential parameter in PowerShell 4.0 or earlier, please define a credential transformation attribute after the PSCredential type attribute.","System.Management.Automation.Language.ScriptExtent","PSAvoidUsingUsernameAndPasswordParams","Error","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,,"False"
"165","9","Function 'Invoke-ScapeNetworkRadarAction' has both Username and Password parameters. Either set the type of the Password parameter to SecureString or replace the Username and Password parameters with a Credential parameter of type PSCredential. If using a Credential parameter in PowerShell 4.0 or earlier, please define a credential transformation attribute after the PSCredential type attribute.","System.Management.Automation.Language.ScriptExtent","PSAvoidUsingUsernameAndPasswordParams","Error","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,,"False"
"64","10","The cmdlet 'New-ScapeNetworkMount' does not have a help comment.","New-ScapeNetworkMount","PSProvideCommentHelp","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"101","10","The cmdlet 'Remove-ScapeNetworkMount' does not have a help comment.","Remove-ScapeNetworkMount","PSProvideCommentHelp","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"122","10","The cmdlet 'Clear-ScapeNetworkMounts' does not have a help comment.","Clear-ScapeNetworkMounts","PSProvideCommentHelp","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"139","10","The cmdlet 'Start-ScapeNetworkScan' does not have a help comment.","Start-ScapeNetworkScan","PSProvideCommentHelp","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"161","10","The cmdlet 'Invoke-ScapeNetworkRadarAction' does not have a help comment.","Invoke-ScapeNetworkRadarAction","PSProvideCommentHelp","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"258","10","The cmdlet 'Invoke-ScapeNetworkAction' does not have a help comment.","Invoke-ScapeNetworkAction","PSProvideCommentHelp","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"51","20","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"74","63","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"75","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"91","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"105","63","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"112","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"126","63","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"133","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"142","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"168","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"170","72","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"204","71","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"261","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"280","70","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"41","17","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","catch {}","PSAvoidUsingEmptyCatchBlock","Warning","Network.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Network.psm1",,,"False"
"29","13","The variable 'engineMode' is assigned but never used.","$engineMode","PSUseDeclaredVarsMoreThanAssignments","Warning","Core.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Database\Core.psm1","engineMode",,"False"
"13","22","The parameter 'Payload' has been declared but not used.","$Payload","PSReviewUnusedParameter","Warning","Core.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Database\Core.psm1","Payload",,"False"
,,"Missing BOM encoding for non-ASCII encoded file 'MetaDB.psm1'",,"PSUseBOMForUnicodeEncodedFile","Warning","MetaDB.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Extensions\Database\MetaDB.psm1",,,"False"
"10","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","NativeTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\NativeTools.psm1","PayloadDef",,"False"
"34","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","NativeTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\NativeTools.psm1","PayloadDef",,"False"
"58","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","NativeTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\NativeTools.psm1","PayloadDef",,"False"
"81","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","NativeTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\NativeTools.psm1","PayloadDef",,"False"
"104","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","NativeTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\NativeTools.psm1","PayloadDef",,"False"
"125","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","NativeTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\NativeTools.psm1","PayloadDef",,"False"
"146","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","NativeTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\NativeTools.psm1","PayloadDef",,"False"
"167","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","NativeTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\NativeTools.psm1","PayloadDef",,"False"
"38","9","The variable 'proc' is assigned but never used.","$proc","PSUseDeclaredVarsMoreThanAssignments","Warning","NativeTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\NativeTools.psm1","proc",,"False"
"61","9","The variable 'proc' is assigned but never used.","$proc","PSUseDeclaredVarsMoreThanAssignments","Warning","NativeTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\NativeTools.psm1","proc",,"False"
"84","9","The variable 'proc' is assigned but never used.","$proc","PSUseDeclaredVarsMoreThanAssignments","Warning","NativeTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\NativeTools.psm1","proc",,"False"
"107","9","The variable 'proc' is assigned but never used.","$proc","PSUseDeclaredVarsMoreThanAssignments","Warning","NativeTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\NativeTools.psm1","proc",,"False"
"128","9","The variable 'proc' is assigned but never used.","$proc","PSUseDeclaredVarsMoreThanAssignments","Warning","NativeTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\NativeTools.psm1","proc",,"False"
"149","9","The variable 'proc' is assigned but never used.","$proc","PSUseDeclaredVarsMoreThanAssignments","Warning","NativeTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\NativeTools.psm1","proc",,"False"
"61","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","ThirdPartyTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\ThirdPartyTools.psm1","PayloadDef",,"False"
"66","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","ThirdPartyTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\ThirdPartyTools.psm1","PayloadDef",,"False"
"71","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","ThirdPartyTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\ThirdPartyTools.psm1","PayloadDef",,"False"
"76","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","ThirdPartyTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\ThirdPartyTools.psm1","PayloadDef",,"False"
"81","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","ThirdPartyTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\ThirdPartyTools.psm1","PayloadDef",,"False"
"86","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","ThirdPartyTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\ThirdPartyTools.psm1","PayloadDef",,"False"
"91","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","ThirdPartyTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\ThirdPartyTools.psm1","PayloadDef",,"False"
"96","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","ThirdPartyTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\ThirdPartyTools.psm1","PayloadDef",,"False"
"101","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","ThirdPartyTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\ThirdPartyTools.psm1","PayloadDef",,"False"
"106","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","ThirdPartyTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\ThirdPartyTools.psm1","PayloadDef",,"False"
"111","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","ThirdPartyTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\ThirdPartyTools.psm1","PayloadDef",,"False"
"116","18","The parameter 'PayloadDef' has been declared but not used.","$PayloadDef","PSReviewUnusedParameter","Warning","ThirdPartyTools.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Forensics\ThirdPartyTools.psm1","PayloadDef",,"False"
